Date,End_Date,Type,mahadasha_lord,antardasha_lord,pratyantardasha_lord,Planet,Parent_Planet,Auspiciousness_Score,Dasha_Lord_Strength,Arishta_Protections,Protection_Score,Sun_Moon_Support,D1_Score,D9_Score,D10_Score,D9_Sign,D10_Sign,D9_Vargottama,D10_Vargottama,D10_Deity,D10_Career,Triple_Chart_Effect,Astrological_Significance
2086-06-21,2086-07-09,MD-AD-PD,Sun,Sun,Venus,Venus,Sun,4.14,1.78,1,1.0,0.14666666666666667,2.59,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2086-07-10,2086-07-25,MD-AD-PD,Sun,Sun,Moon,Moon,Sun,4.04,0.83,0,0.0,0.22333333333333333,2.3,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2086-07-25,2086-08-04,MD-AD-PD,Sun,Moon,Mars,Mars,Moon,4.33,2.71,1,1.0,0.18333333333333332,3.08,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Moon sub-period (benefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2086-08-04,2086-08-31,MD-AD-PD,Sun,Moon,Rahu,Rahu,Moon,4.99,5.2,0,0.0,0.65,4.87,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Moon sub-period (benefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2086-08-31,2086-09-24,MD-AD-PD,Sun,Moon,Jupiter,Jupiter,Moon,5.72,7.98,0,0.0,0.96875,6.85,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Hold | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); strong luminaries support; Moon sub-period (benefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2086-09-24,2086-10-22,MD-AD-PD,Sun,Moon,Saturn,Saturn,Moon,3.99,0.77,0,0.0,0.10666666666666666,2.16,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Moon sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2086-10-22,2086-11-16,MD-AD-PD,Sun,Moon,Mercury,Mercury,Moon,4.08,1.32,0,0.0,0.03333333333333333,2.41,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Moon sub-period (benefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2086-11-16,2086-11-26,MD-AD-PD,Sun,Moon,Ketu,Ketu,Moon,3.89,0.2,0,0.0,0.07333333333333333,1.89,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Moon sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2086-11-26,2086-12-26,MD-AD-PD,Sun,Moon,Venus,Venus,Moon,4.6,2.74,0,0.0,0.4625,3.83,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Moon sub-period (benefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2086-12-26,2087-01-04,MD-AD-PD,Sun,Moon,Sun,Sun,Moon,4.21,1.47,0,0.0,0.3,2.76,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Moon sub-period (benefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-01-06,2087-01-14,MD-AD-PD,Sun,Moon,Mars,Mars,Moon,4.1,1.24,0,0.0,0.18333333333333332,2.46,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Moon sub-period (benefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-01-14,2087-02-01,MD-AD-PD,Sun,Mars,Rahu,Rahu,Mars,4.25,0.83,0,0.0,0.65,2.87,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Mars sub-period (malefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-02-01,2087-02-18,MD-AD-PD,Sun,Mars,Jupiter,Jupiter,Mars,4.0,1.13,0,0.0,0.10666666666666666,2.19,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mars sub-period (malefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-02-18,2087-03-09,MD-AD-PD,Sun,Mars,Saturn,Saturn,Mars,4.1,0.83,1,1.0,0.18333333333333332,2.48,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Mars sub-period (malefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-03-09,2087-03-27,MD-AD-PD,Sun,Mars,Mercury,Mercury,Mars,4.49,1.43,1,1.0,0.5333333333333333,3.52,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Mars sub-period (malefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-03-27,2087-04-03,MD-AD-PD,Sun,Mars,Ketu,Ketu,Mars,3.97,0.83,0,0.0,0.22333333333333333,2.11,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mars sub-period (malefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2087-04-03,2087-04-24,MD-AD-PD,Sun,Mars,Venus,Venus,Mars,4.28,2.42,1,1.0,0.22333333333333333,2.95,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Mars sub-period (malefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-04-24,2087-04-30,MD-AD-PD,Sun,Mars,Sun,Sun,Mars,5.36,7.44,2,1.0,0.5733333333333334,5.88,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); strong protective cancellations; balanced solar-lunar influence; Mars sub-period (malefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-04-30,2087-05-11,MD-AD-PD,Sun,Mars,Moon,Moon,Mars,5.09,5.13,1,1.0,0.5733333333333334,5.15,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Mars sub-period (malefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-05-12,2087-06-29,MD-AD-PD,Sun,Mars,Rahu,Rahu,Mars,5.06,5.0,1,1.0,0.65,5.05,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Mars sub-period (malefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-06-29,2087-08-11,MD-AD-PD,Sun,Rahu,Jupiter,Jupiter,Rahu,4.42,3.7,0,0.0,0.22333333333333333,3.33,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Rahu sub-period (malefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-08-11,2087-09-30,MD-AD-PD,Sun,Rahu,Saturn,Saturn,Rahu,4.01,1.17,0,0.0,0.22333333333333333,2.23,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Rahu sub-period (malefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-09-30,2087-11-15,MD-AD-PD,Sun,Rahu,Mercury,Mercury,Rahu,4.56,3.65,2,1.0,0.14666666666666667,3.71,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); strong protective cancellations; challenging luminaries configuration; Rahu sub-period (malefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-11-15,2087-12-03,MD-AD-PD,Sun,Rahu,Ketu,Ketu,Rahu,4.13,1.61,0,0.0,0.3125,2.55,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Rahu sub-period (malefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2087-12-03,2088-01-26,MD-AD-PD,Sun,Rahu,Venus,Venus,Rahu,4.34,3.05,1,1.0,0.18333333333333332,3.11,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Rahu sub-period (malefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-01-26,2088-02-10,MD-AD-PD,Sun,Rahu,Sun,Sun,Rahu,4.06,2.35,0,0.0,0.06666666666666667,2.37,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Rahu sub-period (malefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-02-10,2088-03-08,MD-AD-PD,Sun,Rahu,Moon,Moon,Rahu,4.29,2.93,0,0.0,0.18333333333333332,2.98,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Rahu sub-period (malefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-03-08,2088-03-27,MD-AD-PD,Sun,Rahu,Mars,Mars,Rahu,4.06,1.77,0,0.0,0.18333333333333332,2.37,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Rahu sub-period (malefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-03-31,2088-05-08,MD-AD-PD,Sun,Rahu,Jupiter,Jupiter,Rahu,4.42,1.24,1,1.0,0.4625,3.33,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Rahu sub-period (malefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-05-08,2088-06-22,MD-AD-PD,Sun,Jupiter,Saturn,Saturn,Jupiter,5.07,5.1,1,1.0,0.5,5.1,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Jupiter sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-06-22,2088-08-01,MD-AD-PD,Sun,Jupiter,Mercury,Mercury,Jupiter,4.47,2.48,0,0.0,0.38583333333333336,3.46,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-08-01,2088-08-18,MD-AD-PD,Sun,Jupiter,Ketu,Ketu,Jupiter,4.21,2.05,0,0.0,0.18333333333333332,2.76,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-08-18,2088-10-04,MD-AD-PD,Sun,Jupiter,Venus,Venus,Jupiter,5.1,5.42,0,0.0,0.61875,5.17,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Jupiter sub-period (benefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-10-04,2088-10-19,MD-AD-PD,Sun,Jupiter,Sun,Sun,Jupiter,4.53,2.54,0,0.0,0.5733333333333334,3.64,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Jupiter sub-period (benefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-10-19,2088-11-11,MD-AD-PD,Sun,Jupiter,Moon,Moon,Jupiter,4.24,1.04,1,1.0,0.07333333333333333,2.83,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Jupiter sub-period (benefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-11-11,2088-11-28,MD-AD-PD,Sun,Jupiter,Mars,Mars,Jupiter,3.92,0.44,0,0.0,0.07333333333333333,1.98,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2088-11-28,2089-01-09,MD-AD-PD,Sun,Jupiter,Rahu,Rahu,Jupiter,4.52,2.05,0,0.0,0.65,3.6,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Jupiter sub-period (benefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-01-13,2089-03-08,MD-AD-PD,Sun,Jupiter,Saturn,Saturn,Jupiter,4.24,2.3,0,0.0,0.18333333333333332,2.85,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-03-08,2089-04-25,MD-AD-PD,Sun,Saturn,Mercury,Mercury,Saturn,4.0,1.33,0,0.0,0.06666666666666667,2.19,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-04-25,2089-05-14,MD-AD-PD,Sun,Saturn,Ketu,Ketu,Saturn,5.22,6.61,1,1.0,0.5733333333333334,5.5,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Saturn sub-period (malefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-05-14,2089-07-09,MD-AD-PD,Sun,Saturn,Venus,Venus,Saturn,5.77,8.32,3,1.0,0.65,6.98,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Hold | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); triple Arishta-Bhanga protection; balanced solar-lunar influence; Saturn sub-period (malefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-07-09,2089-07-26,MD-AD-PD,Sun,Saturn,Sun,Sun,Saturn,4.3,2.54,0,0.0,0.38583333333333336,3.02,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-07-26,2089-08-23,MD-AD-PD,Sun,Saturn,Moon,Moon,Saturn,4.09,1.47,0,0.0,0.18333333333333332,2.45,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-08-23,2089-09-12,MD-AD-PD,Sun,Saturn,Mars,Mars,Saturn,4.99,6.3,0,0.0,0.5420833333333334,4.88,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Saturn sub-period (malefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-09-12,2089-11-02,MD-AD-PD,Sun,Saturn,Rahu,Rahu,Saturn,5.03,6.61,0,0.0,0.5420833333333334,4.99,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Saturn sub-period (malefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-11-02,2089-12-17,MD-AD-PD,Sun,Saturn,Jupiter,Jupiter,Saturn,4.0,1.32,0,0.0,0.07333333333333333,2.2,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-12-22,2090-02-02,MD-AD-PD,Sun,Saturn,Mercury,Mercury,Saturn,4.41,3.24,0,0.0,0.3,3.3,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-02-02,2090-02-20,MD-AD-PD,Sun,Mercury,Ketu,Ketu,Mercury,3.94,0.66,0,0.0,0.06666666666666667,2.05,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2090-02-20,2090-04-11,MD-AD-PD,Sun,Mercury,Venus,Venus,Mercury,4.24,2.51,0,0.0,0.03333333333333333,2.84,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-04-11,2090-04-26,MD-AD-PD,Sun,Mercury,Sun,Sun,Mercury,4.15,1.03,0,0.0,0.3,2.6,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-04-26,2090-05-21,MD-AD-PD,Sun,Mercury,Moon,Moon,Mercury,5.2,5.13,1,1.0,0.5733333333333334,5.43,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Mercury sub-period (benefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-05-21,2090-06-08,MD-AD-PD,Sun,Mercury,Mars,Mars,Mercury,4.26,2.81,1,1.0,0.06666666666666667,2.91,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Mercury sub-period (benefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-06-08,2090-07-23,MD-AD-PD,Sun,Mercury,Rahu,Rahu,Mercury,4.24,2.65,0,0.0,0.10666666666666666,2.83,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-07-23,2090-09-01,MD-AD-PD,Sun,Mercury,Jupiter,Jupiter,Mercury,4.71,2.93,0,0.0,0.65,4.11,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Mercury sub-period (benefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-09-01,2090-10-19,MD-AD-PD,Sun,Mercury,Saturn,Saturn,Mercury,4.88,5.08,0,0.0,0.46875,4.58,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Mercury sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-10-24,2090-10-31,MD-AD-PD,Sun,Mercury,Ketu,Ketu,Mercury,4.12,1.92,0,0.0,0.07333333333333333,2.52,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
