Date,End_Date,Type,mahadasha_lord,antardasha_lord,pratyantardasha_lord,Planet,Parent_Planet,Auspiciousness_Score,Dasha_Lord_Strength,Arishta_Protections,Protection_Score,Sun_Moon_Support,D1_Score,D9_Score,D10_Score,D9_Sign,D10_Sign,D9_Vargottama,D10_Vargottama,D10_Deity,D10_Career,Triple_Chart_Effect,Astrological_Significance
2088-03-31,2089-01-13,MD-AD,Sun,Jupiter,,Jupiter,Sun,4.44,1.13,1,1.0,0.4625,3.38,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Jupiter sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-05-08,2088-06-22,MD-AD-PD,Sun,Jupiter,Saturn,Saturn,Jupiter,4.91,5.1,0,0.0,0.5,4.65,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Jupiter sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-06-22,2088-08-01,MD-AD-PD,Sun,Jupiter,Mercury,Mercury,Jupiter,4.47,2.48,0,0.0,0.38583333333333336,3.46,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-08-01,2088-08-18,MD-AD-PD,Sun,Jupiter,Ketu,Ketu,Jupiter,4.21,2.05,0,0.0,0.18333333333333332,2.76,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-08-18,2088-10-04,MD-AD-PD,Sun,Jupiter,Venus,Venus,Jupiter,5.05,5.08,0,0.0,0.61875,5.04,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Jupiter sub-period (benefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-10-04,2088-10-19,MD-AD-PD,Sun,Jupiter,Sun,Sun,Jupiter,4.65,0.91,2,1.0,0.5733333333333334,3.95,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); strong protective cancellations; balanced solar-lunar influence; Jupiter sub-period (benefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-10-19,2088-11-11,MD-AD-PD,Sun,Jupiter,Moon,Moon,Jupiter,4.07,1.04,0,0.0,0.07333333333333333,2.39,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2088-11-11,2088-11-28,MD-AD-PD,Sun,Jupiter,Mars,Mars,Jupiter,3.92,0.44,0,0.0,0.07333333333333333,1.98,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2088-11-28,2089-01-09,MD-AD-PD,Sun,Jupiter,Rahu,Rahu,Jupiter,4.88,3.52,1,1.0,0.65,4.58,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Jupiter sub-period (benefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-01-13,2089-03-08,MD-AD-PD,Sun,Jupiter,Saturn,Saturn,Jupiter,4.24,2.3,0,0.0,0.18333333333333332,2.85,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Jupiter sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-01-13,2089-12-22,MD-AD,Sun,Saturn,,Saturn,Sun,4.24,3.08,0,0.0,0.18333333333333332,2.84,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-03-08,2089-04-25,MD-AD-PD,Sun,Saturn,Mercury,Mercury,Saturn,4.0,1.33,0,0.0,0.06666666666666667,2.19,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-04-25,2089-05-14,MD-AD-PD,Sun,Saturn,Ketu,Ketu,Saturn,5.05,6.61,0,0.0,0.5733333333333334,5.04,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Saturn sub-period (malefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-05-14,2089-07-09,MD-AD-PD,Sun,Saturn,Venus,Venus,Saturn,5.6,8.32,2,1.0,0.65,6.53,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Hold | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); strong protective cancellations; balanced solar-lunar influence; Saturn sub-period (malefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-07-09,2089-07-26,MD-AD-PD,Sun,Saturn,Sun,Sun,Saturn,4.3,2.54,0,0.0,0.38583333333333336,3.02,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-07-26,2089-08-23,MD-AD-PD,Sun,Saturn,Moon,Moon,Saturn,4.21,2.35,0,0.0,0.18333333333333332,2.77,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-08-23,2089-09-12,MD-AD-PD,Sun,Saturn,Mars,Mars,Saturn,4.99,6.3,0,0.0,0.5420833333333334,4.88,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Saturn sub-period (malefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-09-12,2089-11-02,MD-AD-PD,Sun,Saturn,Rahu,Rahu,Saturn,5.03,6.61,0,0.0,0.5420833333333334,4.99,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Saturn sub-period (malefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-11-02,2089-12-17,MD-AD-PD,Sun,Saturn,Jupiter,Jupiter,Saturn,4.09,0.73,1,1.0,0.07333333333333333,2.44,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Saturn sub-period (malefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-12-22,2090-10-24,MD-AD,Sun,Mercury,,Mercury,Sun,4.45,3.28,0,0.0,0.3,3.41,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2089-12-22,2090-02-02,MD-AD-PD,Sun,Saturn,Mercury,Mercury,Saturn,4.35,2.77,0,0.0,0.3,3.13,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Saturn sub-period (malefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-02-02,2090-02-20,MD-AD-PD,Sun,Mercury,Ketu,Ketu,Mercury,3.94,0.66,0,0.0,0.06666666666666667,2.05,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2090-02-20,2090-04-11,MD-AD-PD,Sun,Mercury,Venus,Venus,Mercury,4.24,2.51,0,0.0,0.03333333333333333,2.84,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-04-11,2090-04-26,MD-AD-PD,Sun,Mercury,Sun,Sun,Mercury,4.15,1.03,0,0.0,0.3,2.6,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-04-26,2090-05-21,MD-AD-PD,Sun,Mercury,Moon,Moon,Mercury,5.09,5.6,0,0.0,0.5733333333333334,5.15,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Mercury sub-period (benefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-05-21,2090-06-08,MD-AD-PD,Sun,Mercury,Mars,Mars,Mercury,4.26,2.81,1,1.0,0.06666666666666667,2.91,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Mercury sub-period (benefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-06-08,2090-07-23,MD-AD-PD,Sun,Mercury,Rahu,Rahu,Mercury,4.17,2.19,0,0.0,0.10666666666666666,2.67,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-07-23,2090-09-01,MD-AD-PD,Sun,Mercury,Jupiter,Jupiter,Mercury,4.99,3.81,1,1.0,0.65,4.87,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Mercury sub-period (benefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-09-01,2090-10-19,MD-AD-PD,Sun,Mercury,Saturn,Saturn,Mercury,4.96,5.67,0,0.0,0.46875,4.79,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Mercury sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-10-24,2091-02-27,MD-AD,Sun,Ketu,,Ketu,Sun,3.78,0.2,0,0.0,0.07333333333333333,1.61,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Ketu sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2090-10-24,2090-10-31,MD-AD-PD,Sun,Mercury,Ketu,Ketu,Mercury,4.05,1.45,0,0.0,0.07333333333333333,2.35,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Mercury sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-10-31,2090-11-21,MD-AD-PD,Sun,Ketu,Venus,Venus,Ketu,3.82,0.2,0,0.0,0.03333333333333333,1.72,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Ketu sub-period (malefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 reveals hidden potential
2090-11-21,2090-11-27,MD-AD-PD,Sun,Ketu,Sun,Sun,Ketu,4.24,3.28,0,0.0,0.15,2.86,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Ketu sub-period (malefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-11-27,2090-12-07,MD-AD-PD,Sun,Ketu,Moon,Moon,Ketu,4.23,2.47,0,0.0,0.18333333333333332,2.81,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Ketu sub-period (malefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-12-07,2090-12-14,MD-AD-PD,Sun,Ketu,Mars,Mars,Ketu,4.74,3.28,1,1.0,0.65,4.21,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Ketu sub-period (malefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2090-12-14,2091-01-02,MD-AD-PD,Sun,Ketu,Rahu,Rahu,Ketu,4.2,1.0,1,1.0,0.3,2.75,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Ketu sub-period (malefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-01-02,2091-01-19,MD-AD-PD,Sun,Ketu,Jupiter,Jupiter,Ketu,4.78,2.81,2,1.0,0.65,4.31,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); strong protective cancellations; balanced solar-lunar influence; Ketu sub-period (malefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-01-19,2091-02-07,MD-AD-PD,Sun,Ketu,Saturn,Saturn,Ketu,3.84,0.66,0,0.0,0.06666666666666667,1.77,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Ketu sub-period (malefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 reveals hidden potential
2091-02-07,2091-02-25,MD-AD-PD,Sun,Ketu,Mercury,Mercury,Ketu,4.19,2.23,0,0.0,0.18333333333333332,2.72,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Ketu sub-period (malefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-02-27,2092-02-22,MD-AD,Sun,Venus,,Venus,Sun,4.36,1.47,0,0.0,0.5333333333333333,3.17,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Venus sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-02-27,2091-04-27,MD-AD-PD,Sun,Ketu,Venus,Venus,Ketu,4.39,1.93,0,0.0,0.5333333333333333,3.25,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); balanced solar-lunar influence; Ketu sub-period (malefic); Venus sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-04-27,2091-05-15,MD-AD-PD,Sun,Venus,Sun,Sun,Venus,6.02,10.0,2,1.0,0.8125,7.65,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Hold | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); strong protective cancellations; strong luminaries support; Venus sub-period (benefic); Sun sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges
2091-05-15,2091-06-13,MD-AD-PD,Sun,Venus,Moon,Moon,Venus,4.15,1.53,0,0.0,0.10666666666666666,2.62,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Venus sub-period (benefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-06-13,2091-07-04,MD-AD-PD,Sun,Venus,Mars,Mars,Venus,4.37,3.49,0,0.0,0.06666666666666667,3.2,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Venus sub-period (benefic); Mars sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-07-04,2091-08-26,MD-AD-PD,Sun,Venus,Rahu,Rahu,Venus,4.3,3.11,0,0.0,0.10666666666666666,3.0,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Venus sub-period (benefic); Rahu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-08-26,2091-10-12,MD-AD-PD,Sun,Venus,Jupiter,Jupiter,Venus,5.22,6.66,1,1.0,0.5020833333333333,5.49,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; balanced solar-lunar influence; Venus sub-period (benefic); Jupiter sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-10-12,2091-12-08,MD-AD-PD,Sun,Venus,Saturn,Saturn,Venus,4.64,3.44,1,1.0,0.22333333333333333,3.92,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); moderate protective influence; challenging luminaries configuration; Venus sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2091-12-08,2092-01-27,MD-AD-PD,Sun,Venus,Mercury,Mercury,Venus,4.43,3.0,0,0.0,0.22333333333333333,3.36,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Venus sub-period (benefic); Mercury sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2092-01-27,2092-02-17,MD-AD-PD,Sun,Venus,Ketu,Ketu,Venus,4.15,1.62,0,0.0,0.18333333333333332,2.6,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Venus sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2092-03-24,2102-03-25,MD,Moon,,,Moon,,3.784567901234568,1.4666666666666668,0,0.0,0.3,3.42,6.25,1.47,Cancer,Sagittarius,No,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Moon dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; D9 own sign Cancer; D9 significantly strengthens long-term prospects
2092-03-24,2093-01-18,MD-AD,Moon,Moon,,Moon,Moon,3.78,1.47,0,0.0,0.3,3.42,6.25,1.47,Cancer,Sagittarius,No,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Moon dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; D9 own sign Cancer; D9 significantly strengthens long-term prospects
2092-03-24,2092-04-18,MD-AD-PD,Sun,Moon,Moon,Moon,Moon,4.47,2.93,0,0.0,0.3,3.48,0.67,10.0,Aquarius,Aries,No,No,Varuna,"Creativity, Arbitration, Fluid careers, Cooperation",D10-Led | Sell | Career-Excel,Sun dasha (malefic); lord in exceptionally strong (exalted/own sign); challenging luminaries configuration; Moon sub-period (benefic); Moon sub-sub-period (benefic); D9 in Aquarius; D9 indicates underlying challenges; D9 reveals hidden potential
2092-04-18,2092-05-05,MD-AD-PD,Moon,Moon,Mars,Mars,Moon,4.19,3.05,1,1.0,0.65,4.52,6.25,1.47,Cancer,Sagittarius,No,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Moon dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Mars sub-sub-period (malefic); D9 own sign Cancer; D9 significantly strengthens long-term prospects
2092-05-05,2092-06-18,MD-AD-PD,Moon,Moon,Rahu,Rahu,Moon,3.72,0.33,0,0.0,0.5333333333333333,3.24,6.25,1.47,Cancer,Sagittarius,No,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Moon dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Rahu sub-sub-period (malefic); D9 own sign Cancer; D9 significantly strengthens long-term prospects
2092-06-18,2092-07-28,MD-AD-PD,Moon,Moon,Jupiter,Jupiter,Moon,3.45,0.13,0,0.0,0.07333333333333333,2.53,6.25,1.47,Cancer,Sagittarius,No,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Moon dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Jupiter sub-sub-period (benefic); D9 own sign Cancer; D9 significantly strengthens long-term prospects
2092-07-28,2092-09-13,MD-AD-PD,Moon,Moon,Saturn,Saturn,Moon,5.16,8.29,1,1.0,0.65,7.13,6.25,1.47,Cancer,Sagittarius,No,No,Indra,"Leadership, Authority, Government, Royal positions",D1-Led | Sell,Moon dasha (benefic); lord in strong; moderate protective influence; balanced solar-lunar influence; Saturn sub-sub-period (malefic); D9 own sign Cancer
2092-09-13,2092-10-25,MD-AD-PD,Moon,Moon,Mercury,Mercury,Moon,4.06,2.27,1,1.0,0.5020833333333333,4.16,6.25,1.47,Cancer,Sagittarius,No,No,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Sell,Moon dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Mercury sub-sub-period (benefic); D9 own sign Cancer; D9 significantly strengthens long-term prospects
